"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         102,       -6.38890456,      -5.701155032,      -5.903905878,      -5.327906171,      -9.986860632
          0,           0,         103,      -6.382240783,      -5.702245147,      -5.897831261,      -5.323579452,      -9.990310375
          0,           0,         104,      -6.376330387,      -5.703338548,       -5.89275991,      -5.319940569,      -9.993932197
          0,           0,         105,      -6.371155034,      -5.704514308,      -5.888607897,      -5.317017056,      -9.997663333
          0,           0,         106,      -6.366685072,      -5.705832239,      -5.885287571,      -5.314803592,      -10.00144893
          0,           0,         107,       -6.36288572,      -5.707336128,      -5.882717514,      -5.313267654,      -10.00531944
          0,           0,         108,      -6.359722716,      -5.709057345,      -5.880827675,      -5.312359271,      -10.00908186
          0,           0,         109,      -6.357166137,      -5.711017696,      -5.879561215,      -5.312022138,      -10.01274399
          0,           0,         110,      -6.355190596,      -5.713230776,      -5.878871037,      -5.312202235,      -10.01630569
          0,           0,         111,      -6.353773801,      -5.715702218,      -5.878715259,      -5.312853748,      -10.01968409
          0,           0,         112,      -6.352893477,      -5.718429922,      -5.879052722,       -5.31394039,      -10.02321766
          0,           0,         113,      -6.352524038,      -5.721404683,       -5.87984028,      -5.315432923,      -10.02720237
          0,           0,         114,      -6.352633713,      -5.724610851,      -5.881032127,        -5.3173045,       -10.0305734
          0,           0,         115,      -6.353183672,      -5.728027078,      -5.882581038,      -5.319525917,      -10.03353496
          0,           0,         116,      -6.354129861,      -5.731628828,       -5.88444114,      -5.322062593,      -10.03660099
          0,           0,         117,      -6.355425072,      -5.735389758,      -5.886570851,      -5.324873927,      -10.03943158
          0,           0,         118,      -6.357021843,      -5.739282896,       -5.88893518,      -5.327915252,      -10.04164622
          0,           0,         119,       -6.35887732,      -5.743281509,      -5.891506862,      -5.331142401,      -10.04312681
          0,           0,         120,      -6.360955466,      -5.747360502,        -5.8942663,      -5.334515484,      -10.04535544
          0,           0,         121,       -6.36322906,      -5.751496072,      -5.897200803,      -5.338003072,      -10.04636194
          0,           0,         122,      -6.365680124,      -5.755666291,      -5.900302603,      -5.341584114,      -10.04909443
          0,           0,         123,       -6.36829848,      -5.759851136,      -5.903567436,      -5.345248444,      -10.05141722
          0,           0,         124,      -6.371080164,      -5.764033332,       -5.90699298,      -5.348995355,      -10.05367632
          0,           0,         125,      -6.374025865,       -5.76819847,      -5.910577732,      -5.352830936,      -10.05605255
          0,           0,         126,      -6.377138148,      -5.772334993,      -5.914320475,      -5.356764559,      -10.05858646
          0,           0,         127,      -6.380419951,        -5.7764343,      -5.918220106,      -5.360806039,      -10.06046736
          0,           0,         128,      -6.383873823,      -5.780490832,      -5.922275542,      -5.364963527,      -10.06325776
          0,           0,         129,      -6.387501344,      -5.784502104,      -5.926485724,      -5.369242631,      -10.06586137
          0,           0,         130,      -6.391303695,      -5.788468368,      -5.930849465,      -5.373646501,      -10.06855926
          0,           0,         131,      -6.395281022,      -5.792392137,      -5.935365523,      -5.378176199,      -10.07236273
