"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,         176,      -9.487714366,      -9.664455314,      -9.863196228,      -8.747954386
          0,           0,         177,      -9.505588424,      -9.686956379,      -9.893742602,      -8.775705882
          0,           0,         178,      -9.516208762,      -9.697094977,      -9.907901172,      -8.787093286
          0,           0,         179,      -9.524562366,      -9.698417621,      -9.905836373,       -8.78971118
          0,           0,         180,      -9.528881401,      -9.695124715,      -9.898544739,      -8.788849232
          0,           0,         181,      -9.548475523,      -9.720028013,      -9.933191096,        -8.8178669
          0,           0,         182,       -9.56033683,      -9.730784876,       -9.94659827,      -8.830649352
          0,           0,         183,        -9.5692883,      -9.733792672,       -9.94581881,      -8.834085605
          0,           0,         184,      -9.576356168,      -9.734726191,      -9.945982414,      -8.835918758
          0,           0,         185,      -9.597796952,      -9.760321401,      -9.981409455,      -8.866731542
          0,           0,         186,      -9.611897275,      -9.772747374,      -9.996861816,      -8.881737333
          0,           0,         187,       -9.62506712,      -9.780433467,      -10.00291144,      -8.889251373
          0,           0,         188,      -9.636373903,      -9.785344003,      -10.00756687,      -8.895607094
          0,           0,         189,      -9.660732617,      -9.811850949,      -10.04257657,      -8.928846932
          0,           0,         190,      -9.679415792,      -9.828991254,      -10.06442881,      -8.948359037
          0,           0,         191,      -9.696331317,      -9.839966009,      -10.07319197,      -8.960037691
          0,           0,         192,      -9.710843967,        -9.8483378,      -10.08009796,      -8.969680877
          0,           0,         193,      -9.738211468,      -9.877488759,      -10.11786279,      -9.005392985
          0,           0,         194,      -9.759284489,      -9.896519782,      -10.13969937,      -9.027543032
          0,           0,         195,      -9.777594296,      -9.909836332,      -10.15010358,      -9.040920983
          0,           0,         196,      -9.794159075,      -9.921809167,      -10.16063963,      -9.052569864
          0,           0,         197,      -9.822429012,      -9.951432288,      -10.19814074,      -9.089216921
          0,           0,         198,      -9.844274717,      -9.971678845,      -10.22055281,      -9.112143267
          0,           0,         199,      -9.864585112,      -9.987975999,      -10.23569163,       -9.12748712
          0,           0,         200,      -9.882648685,      -10.00169937,      -10.24758095,      -9.140919689
          0,           0,         201,      -9.911743436,      -10.03171122,      -10.28415494,      -9.178178695
          0,           0,         202,      -9.935864005,      -10.05483897,      -10.31100097,      -9.203238317
          0,           0,         203,      -9.958018639,      -10.07270903,      -10.32724038,      -9.220667866
          0,           0,         204,      -9.977782419,      -10.08819528,      -10.34091367,      -9.235835946
          0,           0,         205,      -10.00877915,      -10.12015954,       -10.3793678,      -9.274608727
          0,           0,         206,      -10.03459378,      -10.14447483,      -10.40656899,      -9.301571801
          0,           0,         207,      -10.05807972,      -10.16395825,      -10.42458544,      -9.320454926
          0,           0,         208,      -10.08037132,      -10.18241301,      -10.44269466,      -9.338013479
          0,           0,         209,      -10.11305715,      -10.21480389,      -10.48144249,      -9.378407218
          0,           0,         210,      -10.14040316,      -10.24026809,      -10.50899757,      -9.406875592
          0,           0,         211,      -10.16651838,      -10.26267357,      -10.53138901,      -9.428385236
          0,           0,         212,      -10.19095986,      -10.28311633,      -10.55093903,      -9.448365144
