"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,         147,       -9.92201944,      -9.408535655,      -9.770433915,      -9.127920468
          0,           0,         148,       -9.95088299,      -9.435930514,      -9.798727777,      -9.154130425
          0,           0,         149,      -9.983830044,      -9.466134034,      -9.837525648,      -9.194470305
          0,           0,         150,      -10.01857744,      -9.496581154,      -9.885681139,      -9.233346753
          0,           0,         151,      -10.04717286,      -9.523595904,      -9.913580055,       -9.25846844
          0,           0,         152,      -10.07825566,      -9.552830354,      -9.948086899,      -9.294358442
          0,           0,         153,      -10.11466723,      -9.583545278,      -10.00101785,      -9.337276751
          0,           0,         154,      -10.14338912,      -9.610363273,       -10.0295466,      -9.362514773
          0,           0,         155,      -10.17396694,      -9.639280056,       -10.0634628,      -9.397126755
          0,           0,         156,      -10.20767819,      -9.668638238,      -10.10928507,      -9.433443736
          0,           0,         157,      -10.23868921,      -9.696016387,      -10.14402408,      -9.464632242
          0,           0,         158,      -10.26939536,      -9.724877962,      -10.17979126,      -9.499617441
          0,           0,         159,      -10.30261763,      -9.753916716,      -10.22549641,      -9.534780792
          0,           0,         160,      -10.33176097,      -9.780430198,      -10.25478813,       -9.56123971
          0,           0,         161,      -10.36399535,      -9.809620593,      -10.29548704,      -9.600235121
          0,           0,         162,      -10.39738584,      -9.838573813,      -10.34292636,      -9.635625477
          0,           0,         163,      -10.42642696,      -9.864922986,      -10.37208363,      -9.661539969
          0,           0,         164,      -10.45762398,      -9.893625825,      -10.41006624,      -9.697844634
          0,           0,         165,      -10.49069796,      -9.922269171,      -10.45652206,      -9.732248647
          0,           0,         166,      -10.52119816,      -9.949030052,      -10.49098211,      -9.761783546
          0,           0,         167,      -10.55223474,      -9.977675854,      -10.52975606,       -9.79729382
          0,           0,         168,      -10.58485931,      -10.00613596,      -10.57491952,      -9.830131875
          0,           0,         169,      -10.61443581,      -10.03246295,      -10.60524918,      -9.857118435
          0,           0,         170,      -10.64623559,       -10.0613052,      -10.64754072,      -9.894500263
          0,           0,         171,      -10.67887014,      -10.08974791,       -10.6931185,      -9.926817957
          0,           0,         172,      -10.70847647,      -10.11606398,      -10.72304824,      -9.953570929
          0,           0,         173,      -10.73972485,      -10.14470027,      -10.76372709,      -9.989405419
          0,           0,         174,      -10.77201487,      -10.17301891,      -10.80768302,      -10.02063737
          0,           0,         175,      -10.80220861,      -10.19960224,      -10.83952679,      -10.04862604
          0,           0,         176,      -10.83337934,      -10.22828364,      -10.88012863,       -10.0836891
          0,           0,         177,      -10.86540998,       -10.2566052,      -10.92190151,      -10.11372004
          0,           0,         178,      -10.89526285,      -10.28308054,      -10.95097569,      -10.14080736
          0,           0,         179,      -10.92650658,      -10.31189986,       -10.9920399,       -10.1757923
          0,           0,         180,      -10.95840747,      -10.34029839,      -11.03188196,      -10.20492498
          0,           0,         181,      -10.98831063,       -10.3668914,      -11.05939139,      -10.23184392
          0,           0,         182,      -11.01927761,      -10.39569699,      -11.09868459,      -10.26592877
          0,           0,         183,      -11.05084073,      -10.42412379,      -11.13573395,      -10.29415122
          0,           0,         184,       -11.0807131,       -10.4508475,      -11.16145511,      -10.32092326
          0,           0,         185,      -11.11159063,      -10.47981928,      -11.19850821,      -10.35421949
          0,           0,         186,      -11.14311572,      -10.50842654,      -11.23251955,      -10.38174895
          0,           0,         187,      -11.17307938,      -10.53535053,      -11.25599323,      -10.40840835
          0,           0,         188,      -11.20373261,      -10.56437723,      -11.29043589,      -10.44091772
          0,           0,         189,      -11.23493532,      -10.59306531,      -11.32172271,      -10.46779716
          0,           0,         190,      -11.26473987,      -10.62012045,       -11.3428238,      -10.49413236
          0,           0,         191,      -11.29518281,      -10.64926675,       -11.3740966,        -10.525837
          0,           0,         192,      -11.32629369,      -10.67814625,       -11.4030872,      -10.55235176
          0,           0,         193,      -11.35619614,      -10.70546296,      -11.42256431,       -10.5786533
          0,           0,         194,      -11.38658424,      -10.73479751,      -11.45082384,      -10.60969062
          0,           0,         195,      -11.41763732,      -10.76388953,      -11.47816164,      -10.63587593
